MFCCs_ 1,MFCCs_ 2,MFCCs_ 3,MFCCs_ 4,MFCCs_ 5,MFCCs_ 6,MFCCs_ 7,MFCCs_ 8,MFCCs_ 9,MFCCs_10,MFCCs_11,MFCCs_12,MFCCs_13,MFCCs_14,MFCCs_15,MFCCs_16,MFCCs_17,MFCCs_18,MFCCs_19,MFCCs_20,MFCCs_21,MFCCs_22,Family,Genus,Species,RecordID
1,0.14853890519219,-0.0969099650618435,0.257522969612298,0.260880513427086,0.312603340722219,0.134134308678479,-0.216262303482561,-0.189333991744634,0.261959788869892,0.219708599057176,-0.151473158065167,-0.265781169259542,0.0513621981842604,0.221783718490843,0.111883626643831,-0.0340821417149523,-0.120715692977453,-0.100800065578553,-0.00199190313957075,0.111461670255169,0.103637191394704,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.27794767159506,0.091656805352648,0.331656333592749,0.307372143137348,0.257359159305863,0.0657022737213458,-0.19186010415523,-0.133537483545665,0.220020310464294,0.197528468684333,-0.156835380156482,-0.281641925432156,-0.0251451722438662,0.119869689147228,-0.0182603844235413,-0.119166587773663,-0.110899642574579,-0.112485127921987,-0.0531840614040226,0.0442909398722479,-0.0114563359744271,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.106108625774632,-0.025789879344398,0.358874564570307,0.297542579592806,0.244335053295547,0.0164460614873334,-0.288732535438387,-0.146730584625737,0.314207255962489,0.321417181554652,-0.133461175037148,-0.28428970620861,0.0162041655458081,0.198508737217117,0.0785104499548387,-0.0629389057370783,-0.0711822582176969,-0.0668265611909475,-0.0280482991086959,0.0583525286394493,0.0643680167233801,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.126523439514429,-0.0404820099658971,0.341128660929748,0.381445834455273,0.261154040032019,-0.0170487153338174,-0.29406441886216,-0.222278363442842,0.282337768378719,0.318772331434235,-0.146821489266649,-0.318072317944455,0.0394590385874904,0.202870392284116,0.0293333713369898,-0.0715436807904282,-0.060629724026827,-0.0672295953504477,-0.038195716495788,0.0701265304168917,0.0484396646005424,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.267687088016138,0.0993266252734984,0.510453769060161,0.511467592391646,0.317788042146754,0.0679918793193982,-0.202826489340571,-0.142235838479853,0.235510014484858,0.255940813413323,-0.160890810969607,-0.34209950477817,-0.0254556804153847,0.0997383439677349,-0.0155004561050237,-0.138829752389254,-0.139922412286472,-0.126448251585046,-0.0675704747997597,0.0578882031032592,-0.011997750598929,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.13762335519107,-0.0858076434011387,0.322445978767406,0.344694890651165,0.285642404360222,0.0565168906521517,-0.314417647718368,-0.252323774497942,0.288896831662988,0.386241881492887,-0.144620765732191,-0.333589027086595,0.0416083262221728,0.236627494153195,0.0714331739742091,-0.0586939024401751,-0.0729132762862443,-0.0642632588081128,0.0224553984653203,0.130752397702022,0.074132182205697,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.263943556947417,0.090357801338188,0.368887824527933,0.356645110845365,0.252806309231678,0.0639214698452916,-0.15500736810165,-0.13774349471881,0.200261723440093,0.261345118176963,-0.0993773762666474,-0.253765908477547,-0.0124276039837928,0.0941660248857209,-0.013232467673039,-0.0741681782522874,-0.0839954798586572,-0.104412519539185,-0.0714307449017112,0.0288424761740901,0.0191799956793163,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.146299487378582,-0.0751743113619536,0.291934728777316,0.367094435557011,0.268947322229858,0.0540492013693481,-0.242951871448741,-0.232617291005261,0.235721820998786,0.349373643664263,-0.0987437022526828,-0.308637543873171,-0.0151175490888308,0.151180107380328,0.0295465936031479,-0.051154026966421,-0.0385804228145141,-0.0223964774894893,-0.0188909066472906,0.0514797396932631,0.0318709227301897,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.179298066420784,-0.0383056397853619,0.319635872655844,0.383029095546561,0.275313077022361,0.0990832835360551,-0.207998126994936,-0.219214543793374,0.182845180076677,0.291384632488426,-0.163526886031522,-0.34441439673819,-0.0370636097879407,0.132051635214075,-0.000640461861319113,-0.110969042797441,-0.105833157478424,-0.115236979957171,-0.0128190563025371,0.0831938666397445,0.0521009704473673,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.273218225588341,-0.234703121114318,-0.0796195679790629,0.159810983359844,0.416405594863348,0.368837642967596,0.0168776990359973,-0.171288049936835,-0.115424485336335,-0.071542539335232,-0.00820576465120566,0.11709078452114,0.150032916409913,-0.0300060743556289,-0.231130487121186,-0.25310275256096,-0.154244287357237,-0.00260554032593947,0.0929990074125972,0.0917236601276997,0.00359466654597902,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.196429267770106,0.00902114440949118,0.317771780660578,0.29348355837672,0.185684200230794,0.0440629787011418,-0.169936161754268,-0.121460507355486,0.237436949686832,0.275900268335141,-0.109105891363088,-0.277137893520016,0.00726499348251224,0.163425613646143,0.0470603638232049,-0.0454090035777725,-0.0671182595064922,-0.0476252239295148,-0.00587520273521012,0.0531065829775347,0.0306693110253518,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.230998849299067,0.135656551098338,0.431966201126307,0.403422848257866,0.276570798021742,0.0604641461353203,-0.192200351256469,-0.187347723712752,0.180486324544196,0.249140411396102,-0.160639417823348,-0.380072969914954,-0.0924368037298648,0.111832961190917,-0.0479928269931263,-0.163367221811287,-0.170738609412441,-0.169507736037466,-0.112445935944541,0.0650722722133334,0.0502538550106927,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.145108819748077,-0.0358456064918418,0.282706796658351,0.291043884159315,0.206861712159981,0.048626827571014,-0.172110615855748,-0.115698346809073,0.251256258746863,0.257976828769107,-0.126092117239498,-0.248957350911139,0.0495061896725817,0.205311440336414,0.0661225956410397,-0.0440769114972038,-0.0672188931446093,-0.0585140356751314,-0.00135843928890162,0.0820579116130782,0.0454919809457192,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.23568233500325,0.0292406989135432,0.349117362078113,0.355931624345602,0.290697253378137,0.0810083442863062,-0.19379262805467,-0.151462270036811,0.212130077801027,0.252581529459821,-0.102615118913697,-0.26457495526537,0.0080068354058536,0.150662829222594,-0.0285059924233999,-0.15893221267101,-0.0985650203193544,-0.0784133513100002,-0.0434101717919334,0.0334782077838749,-0.00695333619909359,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.14694403805325,-0.00958288897136042,0.352533551141083,0.313435088384739,0.197598772428892,0.0153524230568047,-0.216492144196326,-0.133865273000263,0.278308788297085,0.287410262793143,-0.132485537505254,-0.239947069500438,0.0609101181982783,0.187106882214892,0.030892666720078,-0.0435954168717587,-0.0525361061682523,-0.0241063608339043,0.0160811811737261,0.0625055622494944,0.0422847252551289,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.233512194636637,0.067249394738095,0.352310200546896,0.316899016815836,0.220584295611473,0.0444331881075591,-0.172653258558898,-0.127640690530782,0.190016721273295,0.225126250442143,-0.121853071179586,-0.281291498820288,-0.00714175250906426,0.124032441310599,-0.0399271160044009,-0.105466033717377,-0.0709408062591038,-0.0858531418985135,-0.0250529760346988,0.0551938763298238,0.00309810698298338,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.172672328873289,-0.0378695078823129,0.301099588105428,0.303533224193363,0.203767214525701,0.0177979373913216,-0.197259714027637,-0.124020519575863,0.256756621597136,0.273688010037538,-0.0778239638941208,-0.23863554884881,0.0175556862394181,0.174775974129715,0.0333741058902263,-0.078277093827707,-0.0231724012799265,0.00280930666952567,0.00913271436136151,0.0639158041303428,0.0476338418211778,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.198494084775813,0.0787177541556742,0.47823093716486,0.425219465269125,0.257916176469809,0.0494100453136474,-0.146033748248171,-0.127461119465105,0.170725391688667,0.166394920385225,-0.197709051228851,-0.379524998008341,-0.100023471369366,0.0837046981054077,-0.0611329356147734,-0.172903696820836,-0.164822306084474,-0.15234119602461,-0.0688507723160204,0.0244122941920381,-0.0098214062841367,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.165997599876382,-0.00417456556667733,0.289963158101634,0.295083941223461,0.224000786981868,0.0855861222858006,-0.180607552021673,-0.169063960686847,0.221722192751154,0.254203316633477,-0.154851333246526,-0.261362665990476,0.0412704523535001,0.166616671805111,0.00996741279023231,-0.0675360060311355,-0.0849534083707582,-0.116397118600371,-0.00849850699461874,0.101150688550953,0.0223222104823997,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.155224691647848,-0.0633369810836874,0.231699236508341,0.28451443144349,0.219595531203138,0.0385814108592903,-0.183926247639538,-0.108442290688963,0.245208087271958,0.239503568973051,-0.120093674981153,-0.2561225560051,0.00840067846960195,0.161656862553829,0.0250198725434599,-0.0729371370612352,-0.0183156306822427,-0.0343149381218084,-0.0295626578362579,0.0517147698665663,0.0239250979289183,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.283707135881069,0.144388182661304,0.406153937975823,0.328533730518126,0.270898632277426,0.0984290660413283,-0.18488354922716,-0.171519120348969,0.168139620007772,0.197778782041676,-0.184535600213913,-0.332562066793948,-0.0735588605493675,0.0758541525702907,-0.0310427929930615,-0.156806655304368,-0.188412755991851,-0.165102144975112,-0.0857666120597321,-0.00693416343879647,-0.00970161910405259,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.150295805874587,-0.0430173348718998,0.302373418954373,0.313452604875443,0.196160574941889,0.0319256918010807,-0.203092874392768,-0.139434350387463,0.246115953972491,0.317998590007025,-0.119710175144307,-0.298216305503993,0.0346847378527781,0.177710648742376,0.0374915926184246,-0.041970007501255,-0.03028047448359,-0.0509153256588871,-0.00123765161389522,0.089442021655012,0.0526573301946195,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.157652435260687,-0.103163534792233,0.32155378514301,0.336319338397366,0.225719354754318,0.0591933561546091,-0.187845028252274,-0.160016025249463,0.218772545255001,0.279066103114421,-0.121682008781004,-0.272651076690635,0.0484166084661295,0.193383288570847,0.0188652063223507,-0.0963714887198335,-0.0702353655352939,-0.0842906770996258,-0.0231778039773044,0.080436239445858,0.0302522273250892,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.127971378677255,-0.0494490314815417,0.322822960763806,0.263813703415222,0.207646028467116,0.0147628151378651,-0.258760325385404,-0.169465497858548,0.26159654083453,0.321407970283749,-0.116439767517085,-0.26758053553922,0.0422618127631807,0.23226896055809,0.0957262088204276,-0.0359221694353613,-0.0581584021726112,-0.0319275380714085,-0.0126665891973166,0.0933692961000659,0.0736084573741801,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.232171495361949,0.0858600595877772,0.375018951195484,0.347218110880136,0.220418938909972,-0.0162893307702151,-0.215934931579426,-0.131878164882377,0.219243003063459,0.20859832578096,-0.140611079043562,-0.279807370967502,-0.0297972982045726,0.125959868364182,-0.0273850274017116,-0.103962762884094,-0.0588228870176523,-0.0773696410619303,-0.0704450598600681,0.0150371537988759,0.0126128978860611,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.0974186238431389,0.00754488891591425,0.386280896321706,0.367269306106152,0.278444804569407,0.0860863206489246,-0.252613534292996,-0.196418373122812,0.297790698993416,0.258757575831882,-0.195435667101202,-0.261408383051171,0.01375703764011,0.129785010958572,0.0361396794848112,-0.0763825428105019,-0.101878235531822,-0.0717631114076333,-0.0169753888313682,0.0439393093146804,0.0441412955678872,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.0887162758273669,-0.0544857822305979,0.300989535578938,0.316968424676454,0.21671519251688,0.0321843309407066,-0.163508601314644,-0.114157141273825,0.218309402545574,0.269823942603887,-0.0946622633390187,-0.222534690607827,0.043832898265988,0.138007932247732,0.0372565900978669,-0.0287189834525703,-0.0153331424232377,-0.0533242800896319,-0.0193268997657377,0.0602772392798733,0.0363346485382761,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.199334815363331,0.0376502155833927,0.36073635163986,0.371902732806498,0.264931319907189,0.080747706430873,-0.153614958777153,-0.13870301974295,0.229808844770646,0.280665246033394,-0.156156243107394,-0.334227403142131,-0.0375109603686722,0.111168865528776,-0.00691554361575685,-0.111714188569064,-0.101289245315135,-0.106470993414903,-0.0201093707382299,0.0783388106544068,0.031255371175569,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.133758924318335,0.0688840335532465,0.333405762993287,0.368342903490024,0.217571795054535,-0.0288123092714666,-0.27101790438988,-0.148593333927774,0.263540649069571,0.27185585640064,-0.146627642609571,-0.303452408807173,0.0155600788352946,0.200903744699831,0.0519082475153113,-0.0589244360634603,-0.0518302239405769,-0.0527071639534278,0.0388934485658251,0.119513692874232,0.0290893169405174,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.208230045632534,0.0419671815115191,0.39090814162464,0.362461452211756,0.284769523208447,0.0798435954337601,-0.178042255849308,-0.153269325594725,0.223138811661033,0.255570889974854,-0.118996087491172,-0.285489824214469,-0.0400090160047745,0.100222482005865,-0.0480495040068502,-0.122650188019974,-0.0796475030837092,-0.108214055401385,-0.0999744086110247,0.0324621267516108,0.0166759238239975,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.123719499080305,-0.00925869600154278,0.31152277617138,0.275681008571795,0.231304901499489,0.0388627196847639,-0.270708020659647,-0.173861204084077,0.226366391847131,0.229549039872666,-0.119700249010932,-0.235976515381593,-0.00431900546605476,0.145553161500859,0.0575545054929687,-0.082221722464314,-0.0686302436883202,-0.0234702848387496,0.00247239767778304,0.0547346372989677,0.0359931552696371,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.353136062656897,0.074767023953865,0.637226794937919,0.712662340550365,0.385779920992431,0.0782202345955668,-0.153057926722507,-0.0854354942501735,0.3985554201813,0.34881440181552,-0.263219621741868,-0.443803669540723,0.0214945106786406,0.0756368339153416,-0.182579407232533,-0.245248262214373,-0.119058800672075,-0.15154262821074,-0.10537004465608,-0.0139438121945714,-0.122336748555391,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.072467430722213,-0.122483672824477,0.287449333818626,0.364630010021716,0.249727828874247,0.0776963784682946,-0.235665647790153,-0.203781627637591,0.257359302193737,0.289403114486267,-0.133715977580996,-0.311304219273459,0.0481685006600847,0.202200342311793,-0.00243653516099083,-0.112919458882931,-0.0701300172589509,-0.0744118580899006,0.0244772550061136,0.163672465691922,0.100309112559609,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.196330207626847,0.0374602795493884,0.374908286294939,0.385881922865912,0.286825006048995,0.0624833197732361,-0.193165343478167,-0.112965414717168,0.268757548716654,0.306097527021832,-0.0674549810097081,-0.221033423366514,-0.001744574087207,0.132673636475922,0.0168128865043665,-0.087834028239171,-0.0997901230971826,-0.0631386601474369,-0.0421409174192965,-0.00105794194095712,0.0153618546444715,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.155125912356295,-0.0516929509305233,0.323941972492521,0.324314270439264,0.246288419858934,0.0538523737314549,-0.256307215534653,-0.194291277814096,0.264188214153547,0.306212555753717,-0.139673334761253,-0.321284642756007,0.0534306883427603,0.215954138087796,0.0416179413832867,-0.0625846867792753,-0.0346943098457027,-0.050198304795196,0.0147150399544007,0.112699715183597,0.0613556477019131,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.142462349558748,-0.0346988918534014,0.368097818552574,0.298613697961785,0.270442107519322,0.0350152325601592,-0.28966288972316,-0.184843439923422,0.313898286992376,0.318724442488666,-0.110713698285301,-0.288125495874702,-0.00648045262555383,0.184048055969093,0.0903932634263158,-0.0552318413645603,-0.0616046847274921,-0.0567982720280995,-0.0196952250648155,0.0503119503955805,0.0748389068267602,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.487170778339723,0.0593281877925901,0.328835991126874,0.324666609839545,0.287641532234605,-0.0262299100843401,-0.168569745323993,-0.154281335936359,0.178487782167038,0.179175461570764,-0.0691340289431042,-0.168837612145056,-0.0401252893974756,0.0406754292977434,0.000520002715949812,0.0588257455564443,0.0482594050954098,-0.0462013928764724,-0.0217020429059442,0.0289250988343629,0.0253558811456078,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.606363945394063,0.181102126360356,0.397716840240614,0.342623303539361,0.266662965237151,0.0342334158707671,-0.127740841509242,-0.177351676879007,0.177112361392487,0.139633852917669,-0.134153610299523,-0.249845929200942,-0.0785128533219536,-0.0215046003465345,-0.0816334508092967,-0.0896033236120696,-0.0624260446662021,-0.123945002327259,-0.0560529978326103,0.00287850534295128,0.0126365230885071,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.237880385423077,0.151525036871682,0.455237383993249,0.396763198028998,0.309011946102219,0.101053753795185,-0.209149343337355,-0.133798204527892,0.201878230480087,0.243816973840118,-0.116869114831253,-0.303819759267166,-0.0741542269996096,0.0616126252412731,-0.0468585597060249,-0.170682854807331,-0.161721594190821,-0.129410659040591,-0.0877189131144178,-0.0237889873519056,-0.0147795730975686,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.24457583954382,0.0946023949777084,0.381683047331904,0.339732971754112,0.272715770131895,0.133109774510141,-0.145840708507279,-0.122960462390373,0.200734475880429,0.218352229311072,-0.158050886769964,-0.254381673273712,-0.0157236931109546,0.0979169078909332,-0.00888279796390528,-0.0991553573089853,-0.139969030185909,-0.152898969522391,-0.0848091435647151,-0.0142042730138838,0.00357550569086532,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.284435560559945,0.138321891518731,0.426601236871384,0.458871568324741,0.347446355374711,0.125590601335732,-0.15177833025006,-0.160078118575864,0.163729698507059,0.194117292735777,-0.183595525068972,-0.324473621690628,-0.0804338046944921,0.0238093602820698,-0.094806349988383,-0.169885825284585,-0.150033816176896,-0.14971111476509,-0.102743013872488,0.00111558571951606,-0.0100634123528089,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.193653530788252,0.0620869314458137,0.34021052488837,0.294358263854917,0.238592182223532,0.0655103257248702,-0.202893157002263,-0.117600176866636,0.24740509149362,0.232869473730773,-0.095257485302859,-0.21750670792662,0.00117833571911569,0.0992749013303692,-0.0274392379083312,-0.0994562447815661,-0.0693195445694547,-0.0517701217273302,-0.030116422973773,0.0242786120832629,0.0139982486822129,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.475405781226163,-0.0402805060886349,0.305595695957389,0.430771803475662,0.270070399479559,-0.0551957930379557,-0.173716747231209,0.0222782571771249,0.369122570971016,0.309726988073231,-0.102547072106056,-0.278306696674461,0.0265036242263635,0.291908420219716,0.164488685800731,-0.117329176956318,-0.209851456260798,-0.0724944659266561,0.136260350816355,0.182753859612967,0.0302531739082761,Leptodactylidae,Adenomera,AdenomeraAndre,2
1,0.452487865987757,-0.0438308319770826,0.353139120674939,0.538667154775383,0.359465644843124,-0.00129563251249373,-0.22816671090592,-0.0374745342217566,0.270364462840174,0.243581150483791,-0.196096221305988,-0.309500649150224,0.034786248048868,0.301339709925303,0.138635754353068,-0.0951775279003259,-0.209296636284147,-0.0886988898637941,0.163408727571852,0.279755424779052,0.00789937672173471,Leptodactylidae,Adenomera,AdenomeraAndre,2
1,0.118912618660917,0.0379524666879024,0.302212218667862,0.302760801767693,0.253581162900364,0.065870074165748,-0.235304709536709,-0.199269956844249,0.198452545871514,0.330914323325249,-0.0989728679614506,-0.340158257260061,0.00628634596759513,0.325005111684762,0.190360917750234,-0.00304745084189106,-0.0958430019496578,-0.152673284432215,-0.029982268623988,0.172678565352221,0.143521503332501,Leptodactylidae,Adenomera,AdenomeraAndre,2
1,0.389888086518115,-0.0477807836494591,0.254419652163128,0.396853010653069,0.256865473669751,-0.0717127920953424,-0.237464825364752,-0.0654402159301175,0.266536985834588,0.246525508142328,-0.109814382311252,-0.218208903184646,0.0367772117093909,0.22844974209071,0.129673875814946,-0.0646181846307602,-0.162413480948959,-0.0690756146879709,0.0924264079562596,0.170543372695067,0.0369238570006854,Leptodactylidae,Adenomera,AdenomeraAndre,2
1,0.11679852715036,-0.0134960036814742,0.336431375601074,0.261031450987633,0.164525547943251,0.0269561041305757,-0.282846751157002,-0.261808356360316,0.244679729600161,0.321067306512522,-0.151789203891385,-0.369564728467114,-0.0449509798201976,0.235365826775021,0.127702219621762,-0.0227541657440244,-0.111397377483572,-0.119128297003061,-0.00257307219151771,0.0838246907484496,0.0863062255860154,Leptodactylidae,Adenomera,AdenomeraAndre,2
1,0.250597872233668,-0.0530687143169207,0.300611668435239,0.359829272371242,0.210240576357158,-0.0843277683199067,-0.230498678753303,-0.0701182461315672,0.283776375534738,0.303230783708366,-0.0811786740304743,-0.28452712428475,-0.0102503928763113,0.22220056873616,0.132534012636647,-0.0798862398028983,-0.140144942925402,-0.0968410795831802,0.00612611910498228,0.0890628676610674,0.0225816605268264,Leptodactylidae,Adenomera,AdenomeraAndre,2
1,0.183458347820543,0.0124704067167995,0.344819562737257,0.363314459054754,0.226251389501628,0.0411211083125864,-0.20615588769932,-0.151438888285726,0.343144867461262,0.389983555101504,-0.128145328341846,-0.368473779862175,0.0454240261811111,0.247773950594531,0.0703791261436923,-0.0556665165092107,-0.058583664189722,-0.102126002491222,-0.0200941325913478,0.158376695310466,0.118608223634678,Leptodactylidae,Adenomera,AdenomeraAndre,2
1,0.43519400274853,-0.0167263547550212,0.271876161049413,0.424729007891407,0.225949030299719,-0.220608178032627,-0.322517063457407,-0.0718846630426622,0.345213509120733,0.302396583564174,-0.125351989754887,-0.287031735188433,-0.0239256911732043,0.221225914005121,0.19693553655138,-0.0230136241010199,-0.124661738460247,-0.0644287327070307,0.100360728025825,0.169600728996892,0.00986495934820609,Leptodactylidae,Adenomera,AdenomeraAndre,2
1,0.217362247610278,0.0609770182335223,0.375251737875292,0.270739223820626,0.157074748349489,0.0526876601103123,-0.155745361361108,-0.226272227502432,0.208418770875903,0.383192887867124,-0.0992268010454304,-0.359585908924105,-0.0389598156555297,0.251726485502517,0.142599543634998,-0.0557985401901993,-0.109875603439935,-0.10611217006487,-0.0282409001404475,0.143578303583412,0.119521231918774,Leptodactylidae,Adenomera,AdenomeraAndre,2
1,0.258113396066575,0.038986446844637,0.333276495063767,0.322758616388836,0.170175187402978,-0.0387266200519512,-0.22164050539561,-0.116875891626431,0.289732723687772,0.29415827016195,-0.12356674595077,-0.351409371867379,-0.0350363703383703,0.245632309218989,0.0953173732969815,-0.0833214899445924,-0.0809030909494936,-0.017221118557144,0.0655811282217282,0.101634449151602,0.0155402744605987,Leptodactylidae,Adenomera,AdenomeraAndre,2
1,0.158186211191605,-0.0376005528122152,0.347848084683151,0.302562538478434,0.228206195108657,0.0993311289028735,-0.23679426058721,-0.181580552412446,0.286637935483481,0.411045011434541,-0.0703845059160492,-0.299021615698676,0.0376021132381893,0.248732016324324,0.118666585334639,-0.024789136923706,-0.0738608314324421,-0.126798593356265,-0.0351940340654718,0.150598518021697,0.131673921028374,Leptodactylidae,Adenomera,AdenomeraAndre,2
